term,type,up_support_days,down_support_days,total_support_days,up_total_days,down_total_days,up_prevalence_pct,down_prevalence_pct,up_minus_down_pp
wall street,phrase,45,32,77,51,41,88.23529411764706,78.04878048780488,10.186513629842175
based,word,40,28,68,51,41,78.43137254901961,68.29268292682927,10.138689622190334
giant,word,40,28,68,51,41,78.43137254901961,68.29268292682927,10.138689622190334
provider,word,25,16,41,51,41,49.01960784313726,39.02439024390244,9.995217599234813
stake,word,25,16,41,51,41,49.01960784313726,39.02439024390244,9.995217599234813
competitive,word,20,12,32,51,41,39.21568627450981,29.26829268292683,9.947393591582976
level,word,20,12,32,51,41,39.21568627450981,29.26829268292683,9.947393591582976
quantum,word,20,12,32,51,41,39.21568627450981,29.26829268292683,9.947393591582976
and others,phrase,15,8,23,51,41,29.41176470588235,19.51219512195122,9.899569583931134
create,word,15,8,23,51,41,29.41176470588235,19.51219512195122,9.899569583931134
cycle,word,15,8,23,51,41,29.41176470588235,19.51219512195122,9.899569583931134
inside,word,15,8,23,51,41,29.41176470588235,19.51219512195122,9.899569583931134
not be,phrase,15,8,23,51,41,29.41176470588235,19.51219512195122,9.899569583931134
bear,word,10,4,14,51,41,19.607843137254903,9.75609756097561,9.851745576279292
centers in,phrase,10,4,14,51,41,19.607843137254903,9.75609756097561,9.851745576279292
chips the,phrase,10,4,14,51,41,19.607843137254903,9.75609756097561,9.851745576279292
corporate,word,10,4,14,51,41,19.607843137254903,9.75609756097561,9.851745576279292
direct,word,10,4,14,51,41,19.607843137254903,9.75609756097561,9.851745576279292
fast growing,phrase,10,4,14,51,41,19.607843137254903,9.75609756097561,9.851745576279292
general,word,10,4,14,51,41,19.607843137254903,9.75609756097561,9.851745576279292
growth stocks,phrase,10,4,14,51,41,19.607843137254903,9.75609756097561,9.851745576279292
has not,phrase,10,4,14,51,41,19.607843137254903,9.75609756097561,9.851745576279292
just got,phrase,10,4,14,51,41,19.607843137254903,9.75609756097561,9.851745576279292
liquid,word,10,4,14,51,41,19.607843137254903,9.75609756097561,9.851745576279292
managing,word,10,4,14,51,41,19.607843137254903,9.75609756097561,9.851745576279292
pricing power,phrase,10,4,14,51,41,19.607843137254903,9.75609756097561,9.851745576279292
report from,phrase,10,4,14,51,41,19.607843137254903,9.75609756097561,9.851745576279292
safety,word,10,4,14,51,41,19.607843137254903,9.75609756097561,9.851745576279292
stated,word,10,4,14,51,41,19.607843137254903,9.75609756097561,9.851745576279292
taiwan's,word,10,4,14,51,41,19.607843137254903,9.75609756097561,9.851745576279292
the case,phrase,10,4,14,51,41,19.607843137254903,9.75609756097561,9.851745576279292
the final,phrase,10,4,14,51,41,19.607843137254903,9.75609756097561,9.851745576279292
told reuters,phrase,10,4,14,51,41,19.607843137254903,9.75609756097561,9.851745576279292
turns,word,10,4,14,51,41,19.607843137254903,9.75609756097561,9.851745576279292
accelerator market,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
alphaton,word,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
alphaton capital,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
alto networks,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
and arm,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
and defense,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
anyone,word,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
back of,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
bear market,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
capable of,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
center boom,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
company lost,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
compare,word,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
components for,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
computing chips,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
david tepper,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
deepwater,word,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
deepwater asset,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
defend,word,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
detection,word,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
digital twin,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
drive the,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
faster and,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
feeling,word,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
for leading,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
for meta's,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
higher and,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
industrial automation,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
inflation data,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
infleqtion,word,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
its shift,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
jumped after,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
like google,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
loads,word,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
malaysia,word,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
managing partner,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
map,word,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
namely,word,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
nvidia softbank,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
of quantum,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
outperformance,word,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
point to,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
popped,word,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
sectors and,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
shares trade,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
shocking,word,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
should nvidia,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
slumps,word,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
smci shares,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
staff,word,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
strength and,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
striking,word,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
suite of,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
taiwan's tsmc,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
tepper,word,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
tsmc is,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
viral,word,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
with tsmc,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
you follow,phrase,5,0,5,51,41,9.803921568627452,0.0,9.803921568627452
inc,word,46,33,79,51,41,90.19607843137256,80.48780487804878,9.708273553323766
wall,word,46,33,79,51,41,90.19607843137256,80.48780487804878,9.708273553323766
platforms,word,41,29,70,51,41,80.3921568627451,70.73170731707317,9.660449545671934
moving,word,36,25,61,51,41,70.58823529411765,60.97560975609756,9.612625538020092
micron technology,phrase,31,21,52,51,41,60.78431372549019,51.21951219512195,9.56480153036824
chips and,phrase,26,17,43,51,41,50.98039215686274,41.46341463414634,9.516977522716402
round,word,26,17,43,51,41,50.98039215686274,41.46341463414634,9.516977522716402
session,word,26,17,43,51,41,50.98039215686274,41.46341463414634,9.516977522716402
to support,phrase,26,17,43,51,41,50.98039215686274,41.46341463414634,9.516977522716402
challenge,word,21,13,34,51,41,41.1764705882353,31.70731707317073,9.46915351506456
closed,word,21,13,34,51,41,41.1764705882353,31.70731707317073,9.46915351506456
servers,word,21,13,34,51,41,41.1764705882353,31.70731707317073,9.46915351506456
working,word,21,13,34,51,41,41.1764705882353,31.70731707317073,9.46915351506456
cpus,word,16,9,25,51,41,31.372549019607842,21.951219512195124,9.42132950741272
devices amd,phrase,16,9,25,51,41,31.372549019607842,21.951219512195124,9.42132950741272
memory chips,phrase,16,9,25,51,41,31.372549019607842,21.951219512195124,9.42132950741272
quantum computing,phrase,16,9,25,51,41,31.372549019607842,21.951219512195124,9.42132950741272
service,word,16,9,25,51,41,31.372549019607842,21.951219512195124,9.42132950741272
there's,word,16,9,25,51,41,31.372549019607842,21.951219512195124,9.42132950741272
times,word,16,9,25,51,41,31.372549019607842,21.951219512195124,9.42132950741272
turned,word,16,9,25,51,41,31.372549019607842,21.951219512195124,9.42132950741272
ai investments,phrase,11,5,16,51,41,21.568627450980394,12.195121951219512,9.373505499760881
and rising,phrase,11,5,16,51,41,21.568627450980394,12.195121951219512,9.373505499760881
are trading,phrase,11,5,16,51,41,21.568627450980394,12.195121951219512,9.373505499760881
beginning,word,11,5,16,51,41,21.568627450980394,12.195121951219512,9.373505499760881
better than,phrase,11,5,16,51,41,21.568627450980394,12.195121951219512,9.373505499760881
chips that,phrase,11,5,16,51,41,21.568627450980394,12.195121951219512,9.373505499760881
compared to,phrase,11,5,16,51,41,21.568627450980394,12.195121951219512,9.373505499760881
gpus to,phrase,11,5,16,51,41,21.568627450980394,12.195121951219512,9.373505499760881
groq,word,11,5,16,51,41,21.568627450980394,12.195121951219512,9.373505499760881
international,word,11,5,16,51,41,21.568627450980394,12.195121951219512,9.373505499760881
jim cramer's,phrase,11,5,16,51,41,21.568627450980394,12.195121951219512,9.373505499760881
problem,word,11,5,16,51,41,21.568627450980394,12.195121951219512,9.373505499760881
so called,phrase,11,5,16,51,41,21.568627450980394,12.195121951219512,9.373505499760881
stands,word,11,5,16,51,41,21.568627450980394,12.195121951219512,9.373505499760881
systems and,phrase,11,5,16,51,41,21.568627450980394,12.195121951219512,9.373505499760881
the shares,phrase,11,5,16,51,41,21.568627450980394,12.195121951219512,9.373505499760881
the week,phrase,11,5,16,51,41,21.568627450980394,12.195121951219512,9.373505499760881
tie,word,11,5,16,51,41,21.568627450980394,12.195121951219512,9.373505499760881
after ceo,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
agrees,word,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
ai powerhouse,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
amd in,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
and server,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
are getting,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
are leading,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
arrives,word,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
as china,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
b200,word,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
building ai,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
bull market,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
celestica,word,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
coding,word,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
com's,word,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
commits,word,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
connect,word,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
coreweave's,word,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
day of,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
dram and,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
else,word,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
emerging as,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
family of,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
final trades,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
finished,word,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
firm is,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
flows,word,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
happened,word,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
initially,word,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
investor focus,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
involving,word,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
is bullish,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
is really,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
logistics,word,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
lower valuation,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
memory demand,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
million to,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
names like,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
nancy,word,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
neutral,word,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
optical components,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
outpace,word,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
partners and,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
planet,word,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
pouring,word,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
predict,word,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
rad,word,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
rad intel,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
rare earth,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
round was,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
seven stock,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
shares jump,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
shortage of,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
smarter,word,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
softbank and,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
spike,word,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
style,word,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
technology companies,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
that power,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
the reason,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
this development,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
tom,word,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
which includes,phrase,6,1,7,51,41,11.764705882352942,2.4390243902439024,9.32568149210904
live,word,32,22,54,51,41,62.745098039215684,53.65853658536585,9.086561453849828
set to,phrase,32,22,54,51,41,62.745098039215684,53.65853658536585,9.086561453849828
shift,word,32,22,54,51,41,62.745098039215684,53.65853658536585,9.086561453849828
raises,word,27,18,45,51,41,52.94117647058823,43.90243902439025,9.038737446197992
amazon and,phrase,22,14,36,51,41,43.13725490196079,34.146341463414636,8.99091343854615
as well,phrase,17,10,27,51,41,33.333333333333336,24.390243902439025,8.943089430894307
controls,word,17,10,27,51,41,33.333333333333336,24.390243902439025,8.943089430894307
entered,word,17,10,27,51,41,33.333333333333336,24.390243902439025,8.943089430894307
